,movie,name,path,width,height
0,BabyBoss,frame1-22-17.48.jpg,./data/cartoon_frames/BabyBoss/frame1-22-17.48.jpg,1920,800
1,BabyBoss,frame1-18-21.34.jpg,./data/cartoon_frames/BabyBoss/frame1-18-21.34.jpg,1920,800
2,BabyBoss,frame0-18-01.95.jpg,./data/cartoon_frames/BabyBoss/frame0-18-01.95.jpg,1920,800
3,BabyBoss,frame0-24-45.54.jpg,./data/cartoon_frames/BabyBoss/frame0-24-45.54.jpg,1920,800
4,BabyBoss,frame1-17-59.87.jpg,./data/cartoon_frames/BabyBoss/frame1-17-59.87.jpg,1920,800
5,BabyBoss,frame0-53-52.98.jpg,./data/cartoon_frames/BabyBoss/frame0-53-52.98.jpg,1920,800
6,BabyBoss,frame0-06-17.82.jpg,./data/cartoon_frames/BabyBoss/frame0-06-17.82.jpg,1920,800
7,BabyBoss,frame0-11-05.49.jpg,./data/cartoon_frames/BabyBoss/frame0-11-05.49.jpg,1920,800
8,BabyBoss,frame1-23-30.47.jpg,./data/cartoon_frames/BabyBoss/frame1-23-30.47.jpg,1920,800
9,BabyBoss,frame0-39-47.16.jpg,./data/cartoon_frames/BabyBoss/frame0-39-47.16.jpg,1920,800
10,BabyBoss,frame0-06-00.65.jpg,./data/cartoon_frames/BabyBoss/frame0-06-00.65.jpg,1920,800
11,BabyBoss,frame0-20-45.10.jpg,./data/cartoon_frames/BabyBoss/frame0-20-45.10.jpg,1920,800
12,BabyBoss,frame1-07-41.61.jpg,./data/cartoon_frames/BabyBoss/frame1-07-41.61.jpg,1920,800
13,BabyBoss,frame1-17-08.35.jpg,./data/cartoon_frames/BabyBoss/frame1-17-08.35.jpg,1920,800
14,BabyBoss,frame0-29-28.91.jpg,./data/cartoon_frames/BabyBoss/frame0-29-28.91.jpg,1920,800
15,BabyBoss,frame0-02-04.51.jpg,./data/cartoon_frames/BabyBoss/frame0-02-04.51.jpg,1920,800
16,BabyBoss,frame0-46-09.28.jpg,./data/cartoon_frames/BabyBoss/frame0-46-09.28.jpg,1920,800
17,BabyBoss,frame0-24-41.24.jpg,./data/cartoon_frames/BabyBoss/frame0-24-41.24.jpg,1920,800
18,BabyBoss,frame0-02-17.39.jpg,./data/cartoon_frames/BabyBoss/frame0-02-17.39.jpg,1920,800
19,BabyBoss,frame1-27-18.02.jpg,./data/cartoon_frames/BabyBoss/frame1-27-18.02.jpg,1920,800
20,BabyBoss,frame0-46-13.58.jpg,./data/cartoon_frames/BabyBoss/frame0-46-13.58.jpg,1920,800
21,BabyBoss,frame0-45-56.40.jpg,./data/cartoon_frames/BabyBoss/frame0-45-56.40.jpg,1920,800
22,BabyBoss,frame0-15-23.09.jpg,./data/cartoon_frames/BabyBoss/frame0-15-23.09.jpg,1920,800
23,BabyBoss,frame1-13-37.97.jpg,./data/cartoon_frames/BabyBoss/frame1-13-37.97.jpg,1920,800
24,BabyBoss,frame0-20-27.93.jpg,./data/cartoon_frames/BabyBoss/frame0-20-27.93.jpg,1920,800
25,BabyBoss,frame0-47-22.27.jpg,./data/cartoon_frames/BabyBoss/frame0-47-22.27.jpg,1920,800
26,BabyBoss,frame1-25-30.68.jpg,./data/cartoon_frames/BabyBoss/frame1-25-30.68.jpg,1920,800
27,BabyBoss,frame0-42-47.49.jpg,./data/cartoon_frames/BabyBoss/frame0-42-47.49.jpg,1920,800
28,BabyBoss,frame1-30-01.17.jpg,./data/cartoon_frames/BabyBoss/frame1-30-01.17.jpg,1920,800
29,BabyBoss,frame0-04-09.02.jpg,./data/cartoon_frames/BabyBoss/frame0-04-09.02.jpg,1920,800
30,BabyBoss,frame0-16-36.08.jpg,./data/cartoon_frames/BabyBoss/frame0-16-36.08.jpg,1920,800
31,BabyBoss,frame0-43-26.13.jpg,./data/cartoon_frames/BabyBoss/frame0-43-26.13.jpg,1920,800
32,BabyBoss,frame1-18-29.93.jpg,./data/cartoon_frames/BabyBoss/frame1-18-29.93.jpg,1920,800
33,BabyBoss,frame0-51-22.70.jpg,./data/cartoon_frames/BabyBoss/frame0-51-22.70.jpg,1920,800
34,BabyBoss,frame1-13-55.14.jpg,./data/cartoon_frames/BabyBoss/frame1-13-55.14.jpg,1920,800
35,BabyBoss,frame0-56-31.83.jpg,./data/cartoon_frames/BabyBoss/frame0-56-31.83.jpg,1920,800
36,BabyBoss,frame0-44-21.95.jpg,./data/cartoon_frames/BabyBoss/frame0-44-21.95.jpg,1920,800
37,BabyBoss,frame1-18-47.10.jpg,./data/cartoon_frames/BabyBoss/frame1-18-47.10.jpg,1920,800
38,BabyBoss,frame1-20-25.85.jpg,./data/cartoon_frames/BabyBoss/frame1-20-25.85.jpg,1920,800
39,BabyBoss,frame0-54-23.03.jpg,./data/cartoon_frames/BabyBoss/frame0-54-23.03.jpg,1920,800
40,BabyBoss,frame1-19-38.62.jpg,./data/cartoon_frames/BabyBoss/frame1-19-38.62.jpg,1920,800
41,BabyBoss,frame1-11-29.17.jpg,./data/cartoon_frames/BabyBoss/frame1-11-29.17.jpg,1920,800
42,BabyBoss,frame0-24-49.83.jpg,./data/cartoon_frames/BabyBoss/frame0-24-49.83.jpg,1920,800
43,BabyBoss,frame0-17-53.36.jpg,./data/cartoon_frames/BabyBoss/frame0-17-53.36.jpg,1920,800
44,BabyBoss,frame0-45-30.64.jpg,./data/cartoon_frames/BabyBoss/frame0-45-30.64.jpg,1920,800
45,BabyBoss,frame0-21-36.62.jpg,./data/cartoon_frames/BabyBoss/frame0-21-36.62.jpg,1920,800
46,BabyBoss,frame0-35-33.85.jpg,./data/cartoon_frames/BabyBoss/frame0-35-33.85.jpg,1920,800
47,BabyBoss,frame1-36-10.41.jpg,./data/cartoon_frames/BabyBoss/frame1-36-10.41.jpg,1920,800
48,BabyBoss,frame0-41-34.50.jpg,./data/cartoon_frames/BabyBoss/frame0-41-34.50.jpg,1920,800
49,BabyBoss,frame0-47-48.03.jpg,./data/cartoon_frames/BabyBoss/frame0-47-48.03.jpg,1920,800
50,BabyBoss,frame1-24-21.99.jpg,./data/cartoon_frames/BabyBoss/frame1-24-21.99.jpg,1920,800
51,BabyBoss,frame0-11-52.71.jpg,./data/cartoon_frames/BabyBoss/frame0-11-52.71.jpg,1920,800
52,BabyBoss,frame1-03-02.54.jpg,./data/cartoon_frames/BabyBoss/frame1-03-02.54.jpg,1920,800
53,BabyBoss,frame1-02-45.36.jpg,./data/cartoon_frames/BabyBoss/frame1-02-45.36.jpg,1920,800
54,BabyBoss,frame1-33-27.26.jpg,./data/cartoon_frames/BabyBoss/frame1-33-27.26.jpg,1920,800
55,BabyBoss,frame0-33-07.87.jpg,./data/cartoon_frames/BabyBoss/frame0-33-07.87.jpg,1920,800
56,BabyBoss,frame0-01-08.70.jpg,./data/cartoon_frames/BabyBoss/frame0-01-08.70.jpg,1920,800
57,BabyBoss,frame0-57-49.12.jpg,./data/cartoon_frames/BabyBoss/frame0-57-49.12.jpg,1920,800
58,BabyBoss,frame1-06-28.62.jpg,./data/cartoon_frames/BabyBoss/frame1-06-28.62.jpg,1920,800
59,BabyBoss,frame1-33-53.02.jpg,./data/cartoon_frames/BabyBoss/frame1-33-53.02.jpg,1920,800
60,BabyBoss,frame0-32-12.06.jpg,./data/cartoon_frames/BabyBoss/frame0-32-12.06.jpg,1920,800
61,BabyBoss,frame0-09-22.44.jpg,./data/cartoon_frames/BabyBoss/frame0-09-22.44.jpg,1920,800
62,BabyBoss,frame0-43-04.66.jpg,./data/cartoon_frames/BabyBoss/frame0-43-04.66.jpg,1920,800
63,BabyBoss,frame0-47-26.56.jpg,./data/cartoon_frames/BabyBoss/frame0-47-26.56.jpg,1920,800
64,BabyBoss,frame1-29-09.65.jpg,./data/cartoon_frames/BabyBoss/frame1-29-09.65.jpg,1920,800
65,BabyBoss,frame0-37-25.48.jpg,./data/cartoon_frames/BabyBoss/frame0-37-25.48.jpg,1920,800
66,BabyBoss,frame1-17-38.40.jpg,./data/cartoon_frames/BabyBoss/frame1-17-38.40.jpg,1920,800
67,BabyBoss,frame0-41-30.21.jpg,./data/cartoon_frames/BabyBoss/frame0-41-30.21.jpg,1920,800
68,BabyBoss,frame1-23-51.94.jpg,./data/cartoon_frames/BabyBoss/frame1-23-51.94.jpg,1920,800
69,BabyBoss,frame0-07-56.57.jpg,./data/cartoon_frames/BabyBoss/frame0-07-56.57.jpg,1920,800
